time_s,x,y,z,roll_rad,pitch_rad,yaw_rad,vx_world,vy_world,vz_world,target_x,target_y,target_z,target_yaw,dist_m,yaw_err_rad,speed_ms,wind_enabled,rl_profile
0.54,0.5001,0.4702,1.3061,0.0188,-0.0227,-0.0002,-0.0685,-0.0656,0.1901,2.0,2.0,2.0,0.0,2.252,0.0002,0.2125,0,4
0.56,0.5203,0.4905,1.3179,0.0214,-0.0229,0.0003,0.0108,-0.0312,0.168,2.0,2.0,2.0,0.0,2.2211,-0.0003,0.1712,0,4
0.58,0.5383,0.5088,1.3299,0.0228,-0.0222,0.0001,0.0394,0.0556,0.1593,2.0,2.0,2.0,0.0,2.193,-0.0001,0.1733,0,4
0.6,0.5541,0.5249,1.3417,0.0205,-0.0235,0.0001,0.1018,0.1081,0.1541,2.0,2.0,2.0,0.0,2.1679,-0.0001,0.2141,0,4
0.62,0.5678,0.5392,1.3535,0.0183,-0.0228,-0.0001,0.1551,0.1643,0.1496,2.0,2.0,2.0,0.0,2.1455,0.0001,0.271,0,4
0.64,0.5795,0.5517,1.3651,0.0163,-0.02,-0.0001,0.214,0.2058,0.1456,2.0,2.0,2.0,0.0,2.1257,0.0001,0.3307,0,4
0.66,0.5895,0.5627,1.3766,0.0139,-0.0165,-0.0002,0.2605,0.2475,0.1424,2.0,2.0,2.0,0.0,2.1081,0.0002,0.3866,0,4
0.68,0.5981,0.5724,1.3878,0.0104,-0.0129,-0.0002,0.3012,0.2807,0.14,2.0,2.0,2.0,0.0,2.0924,0.0002,0.4349,0,4
0.7,0.6056,0.5812,1.3989,0.0066,-0.0091,-0.0003,0.3325,0.3071,0.1379,2.0,2.0,2.0,0.0,2.0782,0.0003,0.4731,0,4
0.72,0.6122,0.5892,1.4096,0.0028,-0.0048,-0.0003,0.5442,0.5256,0.1816,2.0,2.0,2.0,0.0,2.0652,0.0003,0.7781,0,1
0.74,0.6183,0.5968,1.4207,-0.0044,0.0026,-0.0013,0.3262,0.3745,0.1243,2.0,2.0,2.0,0.0,2.0527,0.0013,0.512,0,4
0.76,0.6243,0.6045,1.4314,-0.0103,0.0046,0.0004,0.6082,0.471,0.1715,2.0,2.0,2.0,0.0,2.0404,-0.0004,0.7881,0,1
0.78,0.6305,0.6125,1.4415,-0.0119,0.0141,-0.0011,0.2963,0.3795,0.13,2.0,2.0,2.0,0.0,2.028,0.0011,0.4987,0,4
0.8,0.6373,0.6211,1.4512,-0.0183,0.0136,0.0006,0.4109,0.2248,0.1313,2.0,2.0,2.0,0.0,2.0148,-0.0006,0.4865,0,4
0.82,0.6447,0.6306,1.4604,-0.0205,0.0159,-0.0003,0.2848,0.297,0.1362,2.0,2.0,2.0,0.0,2.0008,0.0003,0.4335,0,4
0.84,0.653,0.641,1.4694,-0.0198,0.0191,0.0002,0.2122,0.1332,0.1038,2.0,2.0,2.0,0.0,1.9857,-0.0002,0.2712,0,6
0.86,0.6622,0.6522,1.4777,-0.0159,0.022,0.0007,0.2795,0.18,0.1428,2.0,2.0,2.0,0.0,1.9695,-0.0007,0.3618,0,4
0.88,0.6726,0.6642,1.4857,-0.0144,0.0233,-0.0001,0.0749,0.0879,0.0932,2.0,2.0,2.0,0.0,1.9521,0.0001,0.1484,0,7
0.9,0.684,0.6769,1.4935,-0.0169,0.0186,0.0009,0.1026,0.0155,0.0933,2.0,2.0,2.0,0.0,1.9337,-0.0009,0.1395,0,7
0.92,0.6963,0.6902,1.5004,-0.0141,0.0156,0.0001,0.1205,0.1578,0.1541,2.0,2.0,2.0,0.0,1.9144,-0.0001,0.2514,0,4
0.94,0.7093,0.7039,1.5071,-0.0118,0.0162,0.0005,0.1424,0.0899,0.1534,2.0,2.0,2.0,0.0,1.8944,-0.0005,0.2278,0,4
0.96,0.7229,0.718,1.5147,-0.0106,0.0134,0.0,0.083,0.1091,0.1344,2.0,2.0,2.0,0.0,1.8735,-0.0,0.192,0,4
0.98,0.737,0.7323,1.5226,-0.0087,0.0113,-0.0004,0.0408,0.0645,0.1124,2.0,2.0,2.0,0.0,1.8521,0.0004,0.1359,0,5
1.0,0.7513,0.7468,1.5304,-0.0082,0.0103,0.0001,0.0873,0.0506,0.121,2.0,2.0,2.0,0.0,1.8304,-0.0001,0.1576,0,4
1.02,0.7658,0.7612,1.5382,-0.0064,0.008,-0.0002,0.0231,0.0457,0.1059,2.0,2.0,2.0,0.0,1.8086,0.0002,0.1176,0,5
1.04,0.7804,0.7755,1.5457,-0.005,0.0069,0.0005,0.0781,0.0325,0.1197,2.0,2.0,2.0,0.0,1.7869,-0.0005,0.1466,0,4
1.06,0.7949,0.7897,1.5529,-0.0035,0.0044,0.0,0.2627,0.2998,0.1525,2.0,2.0,2.0,0.0,1.7655,-0.0,0.4268,0,1
1.08,0.8092,0.8037,1.561,-0.0069,0.0049,-0.0004,0.2838,0.3211,0.1433,2.0,2.0,2.0,0.0,1.7441,0.0004,0.4519,0,0
1.1,0.8234,0.8177,1.5701,-0.0092,0.0064,-0.0002,-0.0187,-0.0254,0.0456,2.0,2.0,2.0,0.0,1.7225,0.0002,0.0555,0,7
1.12,0.8375,0.8317,1.5779,-0.0063,0.0051,0.001,0.0558,-0.0144,0.0848,2.0,2.0,2.0,0.0,1.7013,-0.001,0.1026,0,5
1.14,0.8515,0.8457,1.5842,-0.0041,0.0031,0.0002,0.2178,0.2594,0.1345,2.0,2.0,2.0,0.0,1.6806,-0.0002,0.3644,0,2
1.16,0.8652,0.8595,1.591,-0.0071,0.0027,-0.0003,0.2046,0.2234,0.1103,2.0,2.0,2.0,0.0,1.66,0.0003,0.3224,0,3
1.18,0.8787,0.8733,1.5983,-0.0081,0.0044,0.0002,0.015,-0.0208,0.071,2.0,2.0,2.0,0.0,1.6396,-0.0002,0.0755,0,6
1.2,0.8919,0.887,1.6048,-0.0028,0.005,0.0007,0.221,0.1958,0.1062,2.0,2.0,2.0,0.0,1.6195,-0.0007,0.3138,0,3
