time_s,x,y,z,roll_rad,pitch_rad,yaw_rad,vx_world,vy_world,vz_world,target_x,target_y,target_z,target_yaw,dist_m,yaw_err_rad,speed_ms,wind_enabled,rl_profile
0.54,0.5001,0.4702,1.3061,0.0188,-0.0227,-0.0002,-0.0685,-0.0656,0.1901,2.0,2.0,2.0,0.0,2.252,0.0002,0.2125,0,4
0.56,0.5203,0.4905,1.3179,0.0214,-0.0229,0.0003,0.0108,-0.0312,0.168,2.0,2.0,2.0,0.0,2.2211,-0.0003,0.1712,0,4
0.58,0.5383,0.5088,1.3299,0.0228,-0.0222,0.0001,0.0394,0.0556,0.1593,2.0,2.0,2.0,0.0,2.193,-0.0001,0.1733,0,4
0.6,0.5541,0.5249,1.3417,0.0205,-0.0235,0.0001,0.1018,0.1081,0.1541,2.0,2.0,2.0,0.0,2.1679,-0.0001,0.2141,0,4
0.62,0.5678,0.5392,1.3535,0.0183,-0.0228,-0.0001,0.1551,0.1643,0.1496,2.0,2.0,2.0,0.0,2.1455,0.0001,0.271,0,4
0.64,0.5795,0.5517,1.3651,0.0163,-0.02,-0.0001,0.214,0.2058,0.1456,2.0,2.0,2.0,0.0,2.1257,0.0001,0.3307,0,4
0.66,0.5895,0.5627,1.3766,0.0139,-0.0165,-0.0002,0.2605,0.2475,0.1424,2.0,2.0,2.0,0.0,2.1081,0.0002,0.3866,0,4
0.68,0.5981,0.5724,1.3878,0.0104,-0.0129,-0.0002,0.3012,0.2807,0.14,2.0,2.0,2.0,0.0,2.0924,0.0002,0.4349,0,4
0.7,0.6056,0.5812,1.3989,0.0066,-0.0091,-0.0003,0.3325,0.3071,0.1379,2.0,2.0,2.0,0.0,2.0782,0.0003,0.4731,0,4
0.72,0.6122,0.5892,1.4096,0.0028,-0.0048,-0.0003,0.5442,0.5256,0.1816,2.0,2.0,2.0,0.0,2.0652,0.0003,0.7781,0,1
0.74,0.6183,0.5968,1.4207,-0.0044,0.0026,-0.0013,0.3262,0.3745,0.1243,2.0,2.0,2.0,0.0,2.0527,0.0013,0.512,0,4
0.76,0.6243,0.6045,1.4314,-0.0103,0.0046,0.0004,0.6082,0.471,0.1715,2.0,2.0,2.0,0.0,2.0404,-0.0004,0.7881,0,1
0.78,0.6305,0.6125,1.4415,-0.0119,0.0141,-0.0011,0.2963,0.3795,0.13,2.0,2.0,2.0,0.0,2.028,0.0011,0.4987,0,4
0.8,0.6373,0.6211,1.4512,-0.0183,0.0136,0.0006,0.4109,0.2248,0.1313,2.0,2.0,2.0,0.0,2.0148,-0.0006,0.4865,0,4
0.82,0.6447,0.6306,1.4604,-0.0205,0.0159,-0.0003,0.2848,0.297,0.1362,2.0,2.0,2.0,0.0,2.0008,0.0003,0.4335,0,4
0.84,0.653,0.641,1.4694,-0.0198,0.0191,0.0002,0.2122,0.1332,0.1038,2.0,2.0,2.0,0.0,1.9857,-0.0002,0.2712,0,6
0.86,0.6622,0.6522,1.4777,-0.0159,0.022,0.0007,0.2795,0.18,0.1428,2.0,2.0,2.0,0.0,1.9695,-0.0007,0.3618,0,4
0.88,0.6726,0.6642,1.4857,-0.0144,0.0233,-0.0001,0.0749,0.0879,0.0932,2.0,2.0,2.0,0.0,1.9521,0.0001,0.1484,0,7
0.9,0.684,0.6769,1.4935,-0.0169,0.0186,0.0009,0.1026,0.0155,0.0933,2.0,2.0,2.0,0.0,1.9337,-0.0009,0.1395,0,7
0.92,0.6963,0.6902,1.5004,-0.0141,0.0156,0.0001,0.1205,0.1578,0.1541,2.0,2.0,2.0,0.0,1.9144,-0.0001,0.2514,0,4
0.94,0.7093,0.7039,1.5071,-0.0118,0.0162,0.0005,0.1424,0.0899,0.1534,2.0,2.0,2.0,0.0,1.8944,-0.0005,0.2278,0,4
0.96,0.7229,0.718,1.5147,-0.0106,0.0134,0.0,0.083,0.1091,0.1344,2.0,2.0,2.0,0.0,1.8735,-0.0,0.192,0,4
0.98,0.737,0.7323,1.5226,-0.0087,0.0113,-0.0004,0.0408,0.0645,0.1124,2.0,2.0,2.0,0.0,1.8521,0.0004,0.1359,0,5
1.0,0.7513,0.7468,1.5304,-0.0082,0.0103,0.0001,0.0873,0.0506,0.121,2.0,2.0,2.0,0.0,1.8304,-0.0001,0.1576,0,4
1.02,0.7658,0.7612,1.5382,-0.0064,0.008,-0.0002,0.0231,0.0457,0.1059,2.0,2.0,2.0,0.0,1.8086,0.0002,0.1176,0,5
1.04,0.7804,0.7755,1.5457,-0.005,0.0069,0.0005,0.0781,0.0325,0.1197,2.0,2.0,2.0,0.0,1.7869,-0.0005,0.1466,0,4
1.06,0.7949,0.7897,1.5529,-0.0035,0.0044,0.0,0.2627,0.2998,0.1525,2.0,2.0,2.0,0.0,1.7655,-0.0,0.4268,0,1
1.08,0.8092,0.8037,1.561,-0.0069,0.0049,-0.0004,0.2838,0.3211,0.1433,2.0,2.0,2.0,0.0,1.7441,0.0004,0.4519,0,0
1.1,0.8234,0.8177,1.5701,-0.0092,0.0064,-0.0002,-0.0187,-0.0254,0.0456,2.0,2.0,2.0,0.0,1.7225,0.0002,0.0555,0,7
1.12,0.8375,0.8317,1.5779,-0.0063,0.0051,0.001,0.0558,-0.0144,0.0848,2.0,2.0,2.0,0.0,1.7013,-0.001,0.1026,0,5
1.14,0.8515,0.8457,1.5842,-0.0041,0.0031,0.0002,0.2178,0.2594,0.1345,2.0,2.0,2.0,0.0,1.6806,-0.0002,0.3644,0,2
1.16,0.8652,0.8595,1.591,-0.0071,0.0027,-0.0003,0.2046,0.2234,0.1103,2.0,2.0,2.0,0.0,1.66,0.0003,0.3224,0,3
1.18,0.8787,0.8733,1.5983,-0.0081,0.0044,0.0002,0.015,-0.0208,0.071,2.0,2.0,2.0,0.0,1.6396,-0.0002,0.0755,0,6
1.2,0.8919,0.887,1.6048,-0.0028,0.005,0.0007,0.221,0.1958,0.1062,2.0,2.0,2.0,0.0,1.6195,-0.0007,0.3138,0,3
1.22,0.9051,0.9004,1.6111,-0.0029,0.006,-0.0003,-0.0098,0.0469,0.093,2.0,2.0,2.0,0.0,1.5997,0.0003,0.1047,0,5
1.24,0.918,0.9137,1.6176,-0.0049,0.0015,0.0004,0.0205,-0.0249,0.0745,2.0,2.0,2.0,0.0,1.5802,-0.0004,0.0811,0,6
1.26,0.9307,0.9267,1.6239,-0.0023,-0.0005,-0.0,-0.0065,0.0064,0.076,2.0,2.0,2.0,0.0,1.561,0.0,0.0766,0,6
1.28,0.9429,0.9395,1.6296,0.001,-0.0004,0.0002,0.2574,0.2388,0.1303,2.0,2.0,2.0,0.0,1.5425,-0.0002,0.3745,0,1
1.3,0.9548,0.9518,1.636,-0.0009,0.0021,-0.0009,0.2105,0.2482,0.1041,2.0,2.0,2.0,0.0,1.5244,0.0009,0.3417,0,2
1.32,0.9663,0.9638,1.6431,-0.0032,0.0036,-0.0005,0.01,-0.0205,0.044,2.0,2.0,2.0,0.0,1.5066,0.0005,0.0495,0,7
1.34,0.9776,0.9755,1.6489,-0.0002,0.0024,0.0005,0.0363,-0.0295,-0.0146,2.0,2.0,2.0,0.0,1.4894,-0.0005,0.049,0,12
1.36,0.9886,0.9867,1.653,0.0021,0.0001,-0.0003,-0.0326,0.0046,0.0134,2.0,2.0,2.0,0.0,1.4731,0.0003,0.0355,0,13
1.38,0.9993,0.9975,1.6554,0.0036,-0.0011,0.0001,0.0488,0.0265,0.091,2.0,2.0,2.0,0.0,1.4578,-0.0001,0.1066,0,10
1.4,1.0096,1.0078,1.6573,0.0032,-0.0021,-0.0002,-0.0289,-0.013,0.0423,2.0,2.0,2.0,0.0,1.4432,0.0002,0.0529,0,14
1.42,1.0194,1.0174,1.6591,0.003,-0.0042,0.0008,0.1358,0.0783,0.1271,2.0,2.0,2.0,0.0,1.4294,-0.0008,0.2018,0,8
1.44,1.0286,1.0265,1.6622,0.0049,-0.0031,-0.0011,-0.0072,0.0827,0.0924,2.0,2.0,2.0,0.0,1.4162,0.0011,0.1243,0,7
1.46,1.0372,1.0348,1.6666,0.0071,-0.0055,-0.0004,0.0702,0.0427,0.0445,2.0,2.0,2.0,0.0,1.4035,0.0004,0.0934,0,11
1.48,1.0451,1.0425,1.6706,0.0056,-0.006,-0.0015,-0.0247,0.0239,-0.0152,2.0,2.0,2.0,0.0,1.3918,0.0015,0.0376,0,15
1.5,1.0524,1.0495,1.6727,0.0032,-0.0073,0.0004,0.1873,0.0952,0.1027,2.0,2.0,2.0,0.0,1.3815,-0.0004,0.2339,0,9
1.52,1.059,1.056,1.6747,0.0057,-0.004,-0.0018,0.0957,0.2,0.1054,2.0,2.0,2.0,0.0,1.372,0.0018,0.2455,0,9
1.54,1.065,1.0619,1.6776,0.0037,-0.0022,-0.0005,0.04,0.0101,0.0039,2.0,2.0,2.0,0.0,1.3631,0.0005,0.0414,0,15
1.56,1.0707,1.0674,1.6801,0.003,-0.0028,0.0003,0.12,0.0992,0.0677,2.0,2.0,2.0,0.0,1.3549,-0.0003,0.1697,0,11
1.58,1.0759,1.0724,1.6825,0.0026,-0.0025,-0.0012,0.1173,0.15,0.0813,2.0,2.0,2.0,0.0,1.3473,0.0012,0.207,0,10
1.6,1.0808,1.0772,1.6856,0.0014,-0.0008,-0.0002,0.25,0.2043,0.0927,2.0,2.0,2.0,0.0,1.3399,0.0002,0.3359,0,8
1.62,1.0856,1.0818,1.6897,-0.0003,0.0032,-0.0009,0.1378,0.1788,0.0788,2.0,2.0,2.0,0.0,1.3325,0.0009,0.2391,0,6
1.64,1.0903,1.0862,1.6943,-0.0043,0.003,-0.0003,0.12,0.12,0.0325,2.0,2.0,2.0,0.0,1.3251,0.0003,0.1728,0,11
1.66,1.0951,1.0907,1.6982,-0.0045,0.004,0.0004,0.15,0.15,0.0535,2.0,2.0,2.0,0.0,1.3179,-0.0004,0.2188,0,10
1.68,1.1,1.0953,1.7016,-0.004,0.0051,-0.0005,0.06,0.06,0.0032,2.0,2.0,2.0,0.0,1.3105,0.0005,0.0849,0,14
1.7,1.105,1.1001,1.7039,-0.0047,0.0057,0.0011,0.1,0.1,0.0495,2.0,2.0,2.0,0.0,1.3033,-0.0011,0.1498,0,12
1.72,1.1103,1.105,1.7058,-0.0048,0.0051,-0.0007,0.1555,0.25,0.1052,2.0,2.0,2.0,0.0,1.2959,0.0007,0.3127,0,8
1.74,1.1157,1.1101,1.7088,-0.0096,0.0034,-0.0002,0.08,0.08,0.0214,2.0,2.0,2.0,0.0,1.2879,0.0002,0.1151,0,13
1.76,1.1211,1.1157,1.7116,-0.0098,0.0044,0.0009,0.3719,0.322,0.138,2.0,2.0,2.0,0.0,1.2797,-0.0009,0.5109,0,0
1.78,1.1268,1.1217,1.7153,-0.0103,0.0093,-0.0013,0.121,0.23,0.0932,2.0,2.0,2.0,0.0,1.2708,0.0013,0.2761,0,4
1.8,1.1327,1.1282,1.7197,-0.016,0.0057,0.0012,0.06,-0.0098,-0.0214,2.0,2.0,2.0,0.0,1.2612,-0.0012,0.0645,0,14
1.82,1.1389,1.1355,1.7226,-0.0127,0.0071,0.0014,0.1,0.0653,0.0313,2.0,2.0,2.0,0.0,1.2513,-0.0014,0.1234,0,12
1.84,1.1453,1.1434,1.7242,-0.0094,0.0082,0.0004,0.0428,0.0521,0.046,2.0,2.0,2.0,0.0,1.2411,-0.0004,0.0816,0,13
1.86,1.152,1.1516,1.7258,-0.0098,0.0073,0.001,0.0152,-0.0361,0.023,2.0,2.0,2.0,0.0,1.2304,-0.001,0.0454,0,15
1.88,1.1589,1.1603,1.7272,-0.0075,0.0061,0.0009,0.0484,0.0084,0.0516,2.0,2.0,2.0,0.0,1.2195,-0.0009,0.0712,0,13
1.9,1.1659,1.1691,1.7288,-0.0045,0.0053,0.0003,0.0907,0.0682,0.0884,2.0,2.0,2.0,0.0,1.2082,-0.0003,0.1438,0,9
1.92,1.1731,1.1779,1.7317,-0.0043,0.0055,-0.0001,0.0066,-0.0147,0.0089,2.0,2.0,2.0,0.0,1.1965,0.0001,0.0184,0,14
1.94,1.1805,1.1868,1.7341,-0.0029,0.0055,0.0013,0.0994,-0.0024,0.062,2.0,2.0,2.0,0.0,1.1848,-0.0013,0.1172,0,10
1.96,1.1879,1.1955,1.7358,-0.0009,0.0044,0.0002,-0.0132,-0.0024,0.0316,2.0,2.0,2.0,0.0,1.1733,-0.0002,0.0343,0,14
1.98,1.1954,1.204,1.7377,0.0001,0.0041,0.0007,0.1972,0.1642,0.1044,2.0,2.0,2.0,0.0,1.1619,-0.0007,0.277,0,3
2.0,1.2029,1.2121,1.7408,-0.0002,0.0056,-0.0008,0.1675,0.1924,0.0864,2.0,2.0,2.0,0.0,1.1504,0.0008,0.2693,0,3
2.02,1.2104,1.2201,1.745,-0.0022,0.0072,-0.0002,0.064,0.0311,0.0328,2.0,2.0,2.0,0.0,1.1388,0.0002,0.0783,0,10
2.04,1.2182,1.2278,1.7485,-0.0009,0.0071,0.0005,0.0503,0.0137,0.008,2.0,2.0,2.0,0.0,1.1273,-0.0005,0.0528,0,12
2.06,1.2261,1.2353,1.7508,0.0001,0.0065,0.0003,0.2242,0.237,0.1209,2.0,2.0,2.0,0.0,1.1162,-0.0003,0.348,0,0
2.08,1.2341,1.2426,1.754,-0.0025,0.0064,-0.0011,0.193,0.2622,0.1044,2.0,2.0,2.0,0.0,1.1049,0.0011,0.3419,0,0
2.1,1.2423,1.2498,1.7588,-0.0053,0.0083,-0.0002,0.0401,0.0272,0.0362,2.0,2.0,2.0,0.0,1.0932,0.0002,0.0605,0,6
2.12,1.2507,1.2571,1.7635,-0.0033,0.0081,0.0002,0.0612,0.078,0.031,2.0,2.0,2.0,0.0,1.0814,-0.0002,0.1039,0,8
2.14,1.2593,1.2643,1.7673,-0.0031,0.0062,-0.0001,0.1705,0.2106,0.079,2.0,2.0,2.0,0.0,1.0696,0.0001,0.2823,0,1
2.16,1.2681,1.2716,1.7712,-0.0064,0.0059,-0.0007,-0.0486,0.0033,-0.021,2.0,2.0,2.0,0.0,1.0576,0.0007,0.0531,0,14
2.18,1.277,1.279,1.774,-0.0072,0.0026,0.0011,0.0049,-0.027,0.01,2.0,2.0,2.0,0.0,1.0458,-0.0011,0.0292,0,13
2.2,1.2857,1.2866,1.775,-0.0047,0.0011,-0.0,0.1176,0.1674,0.0984,2.0,2.0,2.0,0.0,1.0343,0.0,0.227,0,3
2.22,1.2943,1.2943,1.7768,-0.0061,0.0012,-0.0007,0.0117,0.0648,0.091,2.0,2.0,2.0,0.0,1.0227,0.0007,0.1123,0,4
2.24,1.3027,1.3021,1.7802,-0.0066,0.0003,-0.0002,0.0004,-0.0027,0.0017,2.0,2.0,2.0,0.0,1.0108,0.0002,0.0032,0,12
2.26,1.3107,1.31,1.783,-0.0044,-0.0002,0.0009,0.0139,-0.0167,0.0318,2.0,2.0,2.0,0.0,0.9991,-0.0009,0.0385,0,11
2.28,1.3185,1.3179,1.7851,-0.002,-0.0023,0.0006,0.1757,0.1836,0.1041,2.0,2.0,2.0,0.0,0.9879,-0.0006,0.2746,0,0
2.3,1.3259,1.3257,1.7882,-0.0035,-0.0007,-0.0005,0.0177,0.0488,0.0402,2.0,2.0,2.0,0.0,0.9767,0.0005,0.0656,0,9
2.32,1.333,1.3334,1.7914,-0.004,-0.0011,0.0014,-0.0037,-0.04,-0.0178,2.0,2.0,2.0,0.0,0.9658,-0.0014,0.0439,0,15
2.34,1.3397,1.3411,1.7927,-0.0007,-0.0007,0.0015,0.0377,0.0099,0.0598,2.0,2.0,2.0,0.0,0.9556,-0.0015,0.0713,0,10
2.36,1.3462,1.3485,1.7934,0.0027,-0.0001,0.0004,0.1507,0.159,0.1033,2.0,2.0,2.0,0.0,0.9458,-0.0004,0.2422,0,2
2.38,1.3524,1.3556,1.7957,0.0002,0.0007,-0.0,0.0468,0.0383,0.065,2.0,2.0,2.0,0.0,0.9361,0.0,0.0888,0,5
2.4,1.3585,1.3625,1.7989,-0.0008,0.0004,0.0007,0.0355,-0.0061,0.0347,2.0,2.0,2.0,0.0,0.9265,-0.0007,0.05,0,7
2.42,1.3643,1.3691,1.8019,0.001,0.0007,0.0006,0.0256,0.0113,0.0382,2.0,2.0,2.0,0.0,0.9173,-0.0006,0.0474,0,7
2.44,1.37,1.3754,1.8043,0.0028,-0.0003,0.0004,0.0612,0.0493,0.0592,2.0,2.0,2.0,0.0,0.9085,-0.0004,0.0984,0,5
2.46,1.3754,1.3814,1.807,0.0017,-0.0005,-0.0002,0.0319,0.0332,0.0261,2.0,2.0,2.0,0.0,0.9,0.0002,0.0529,0,11
2.48,1.3806,1.3871,1.8095,0.0002,-0.0008,0.0006,0.1834,0.1525,0.0668,2.0,2.0,2.0,0.0,0.8919,-0.0006,0.2477,0,2
2.5,1.3856,1.3925,1.8123,0.0005,0.0007,-0.0007,0.0461,0.0716,0.03,2.0,2.0,2.0,0.0,0.8841,0.0007,0.0903,0,10
2.52,1.3904,1.3978,1.8149,-0.0017,-0.0005,0.0008,0.1755,0.1327,0.0568,2.0,2.0,2.0,0.0,0.8766,-0.0008,0.2272,0,3
2.54,1.3951,1.403,1.8174,-0.0019,0.0016,-0.0006,0.1616,0.1825,0.0623,2.0,2.0,2.0,0.0,0.8693,0.0006,0.2516,0,2
2.56,1.3997,1.4081,1.8205,-0.0032,0.0046,0.0004,0.1698,0.1353,0.0465,2.0,2.0,2.0,0.0,0.8619,-0.0004,0.2221,0,3
2.58,1.4045,1.4134,1.8237,-0.0056,0.0055,-0.0004,0.013,0.0236,-0.0166,2.0,2.0,2.0,0.0,0.8543,0.0004,0.0316,0,14
2.6,1.4094,1.4187,1.8256,-0.005,0.0036,0.001,0.1152,0.0473,0.0625,2.0,2.0,2.0,0.0,0.8469,-0.001,0.1393,0,4
2.62,1.4143,1.4241,1.8265,-0.0041,0.0036,-0.0001,0.0409,0.059,0.0526,2.0,2.0,2.0,0.0,0.8395,0.0001,0.089,0,10
2.64,1.4194,1.4297,1.8277,-0.0028,0.0039,-0.0,0.0723,0.0515,0.0558,2.0,2.0,2.0,0.0,0.8319,0.0,0.1048,0,9
2.66,1.4245,1.4352,1.8294,-0.0027,0.0027,-0.0001,0.0482,0.0389,0.0405,2.0,2.0,2.0,0.0,0.8242,0.0001,0.0741,0,10
2.68,1.4297,1.4407,1.8315,-0.0033,0.0034,-0.0,0.0274,0.0139,0.0386,2.0,2.0,2.0,0.0,0.8163,0.0,0.0494,0,7
2.7,1.4349,1.4463,1.8337,-0.0022,0.0031,-0.0003,0.1774,0.1708,0.0682,2.0,2.0,2.0,0.0,0.8085,0.0003,0.2555,0,0
2.72,1.4401,1.4517,1.8367,-0.0026,0.0037,-0.0008,0.0299,0.0336,-0.0053,2.0,2.0,2.0,0.0,0.8005,0.0008,0.0452,0,12
2.74,1.4453,1.4572,1.8389,-0.0029,0.0037,0.0008,0.0965,0.0324,0.0405,2.0,2.0,2.0,0.0,0.7926,-0.0008,0.1095,0,8
2.76,1.4507,1.4627,1.84,-0.0023,0.0035,-0.0003,0.0226,0.0456,0.0456,2.0,2.0,2.0,0.0,0.7849,0.0003,0.0683,0,10
2.78,1.4561,1.468,1.841,-0.0013,0.0039,-0.0001,0.0153,0.0079,0.0309,2.0,2.0,2.0,0.0,0.7773,0.0001,0.0354,0,13
2.8,1.4615,1.4733,1.8419,-0.0013,0.0025,0.0002,0.0295,0.0203,0.0391,2.0,2.0,2.0,0.0,0.7697,-0.0002,0.053,0,12
2.82,1.4669,1.4785,1.8431,-0.0001,0.0013,-0.0004,0.0032,0.0208,0.0261,2.0,2.0,2.0,0.0,0.7621,0.0004,0.0335,0,13
2.84,1.4722,1.4835,1.8445,0.0001,0.0021,-0.0001,0.0144,0.0127,0.0195,2.0,2.0,2.0,0.0,0.7547,0.0001,0.0273,0,13
2.86,1.4774,1.4883,1.8456,-0.0003,0.0008,-0.0007,0.015,0.0418,0.0344,2.0,2.0,2.0,0.0,0.7475,0.0007,0.0561,0,12
2.88,1.4826,1.493,1.8465,0.0008,0.0009,-0.0003,0.0506,0.0484,0.0538,2.0,2.0,2.0,0.0,0.7405,0.0003,0.0883,0,9
2.9,1.4877,1.4975,1.8476,0.0,0.0004,-0.0005,0.0494,0.068,0.0633,2.0,2.0,2.0,0.0,0.7336,0.0005,0.1052,0,4
2.92,1.4927,1.5019,1.8494,0.0003,0.0011,-0.0003,-0.0096,-0.0033,0.0003,2.0,2.0,2.0,0.0,0.7267,0.0003,0.0102,0,15
2.94,1.4975,1.5062,1.8506,-0.0003,0.0002,0.0008,0.0459,0.0262,0.0315,2.0,2.0,2.0,0.0,0.7202,-0.0008,0.0615,0,12
2.96,1.5022,1.5103,1.8514,0.0009,-0.0004,-0.0006,0.0089,0.0522,0.0387,2.0,2.0,2.0,0.0,0.7139,0.0006,0.0656,0,11
2.98,1.5067,1.5143,1.8528,0.0014,-0.0004,0.0005,0.0066,-0.0047,0.0077,2.0,2.0,2.0,0.0,0.7078,-0.0005,0.0112,0,15
3.0,1.511,1.518,1.8542,0.0004,-0.001,0.0,0.0077,0.03,0.0132,2.0,2.0,2.0,0.0,0.7019,-0.0,0.0337,0,14
3.02,1.5151,1.5215,1.8552,0.0019,-0.0014,0.0002,0.0335,0.0406,0.0277,2.0,2.0,2.0,0.0,0.6964,-0.0002,0.0595,0,13
3.04,1.519,1.5249,1.856,0.001,-0.0018,0.0,0.1225,0.1333,0.061,2.0,2.0,2.0,0.0,0.6913,-0.0,0.191,0,3
3.06,1.5227,1.5281,1.8575,-0.0007,-0.0001,-0.0006,0.0312,0.0574,0.0145,2.0,2.0,2.0,0.0,0.6862,0.0006,0.0669,0,13
3.08,1.5263,1.5312,1.859,-0.0011,0.0007,0.0007,0.0401,0.022,0.0112,2.0,2.0,2.0,0.0,0.6812,-0.0007,0.0471,0,14
3.1,1.5298,1.5342,1.8598,-0.0009,0.0002,-0.0002,0.0638,0.0982,0.0487,2.0,2.0,2.0,0.0,0.6766,0.0002,0.1268,0,9
3.12,1.5331,1.5371,1.8609,-0.001,-0.0,-0.0002,0.092,0.1025,0.0495,2.0,2.0,2.0,0.0,0.672,0.0002,0.1464,0,8
3.14,1.5364,1.5401,1.8626,-0.0027,0.0006,-0.0002,0.1572,0.1632,0.0553,2.0,2.0,2.0,0.0,0.6673,0.0002,0.2333,0,1
3.16,1.5397,1.5432,1.865,-0.0041,0.0031,-0.0005,0.0372,0.0484,0.0209,2.0,2.0,2.0,0.0,0.6624,0.0005,0.0645,0,7
3.18,1.5431,1.5464,1.8672,-0.0041,0.0037,0.0002,0.066,0.054,0.0188,2.0,2.0,2.0,0.0,0.6574,-0.0002,0.0873,0,10
3.2,1.5467,1.5497,1.869,-0.0039,0.0027,-0.0002,0.156,0.169,0.0547,2.0,2.0,2.0,0.0,0.6523,0.0002,0.2365,0,0
3.22,1.5503,1.5532,1.8711,-0.0056,0.0043,-0.0007,0.0019,0.0127,-0.009,2.0,2.0,2.0,0.0,0.6468,0.0007,0.0157,0,15
3.24,1.5542,1.557,1.8724,-0.0057,0.004,0.0008,0.0852,0.0426,0.0467,2.0,2.0,2.0,0.0,0.6413,-0.0008,0.1061,0,4
